,name,birth,incoming_links,outgoing_links,page,latitude,longitude,births
301,Giordano Bruno, (1548–1600),Nicolaus Copernicus:Nicolaus Cusanus:Averroes:,Arthur Schopenhauer:James Joyce:Gottfried Wilhelm Leibniz:Molière:Baruch Spinoza:Galileo Galilei:,/wiki/Giordano_Bruno,40.92611,14.5275,AD 2021-01-01 00:00:00
302,Julien Offray de La Mettrie, (1709–1751),John Locke:François-Joseph Hunauld:Herman Boerhaave:,François Picavet:Michel Onfray:,/wiki/Julien_Offray_de_La_Mettrie,48.6481,-2.0075,AD 1709-11-23 00:00:00
303,Sechenov,,,Nikolai Chernyshevsky:,/wiki/Ivan_Sechenov,41.6725,-86.2553,AD 1829-08-13 00:00:00
304,Lev Shestov, (1866–1938),Nietzsche:Kierkegaard:Heine:Shakespeare:Spinoza:Husserl:Luther:Baudelaire:Dostoyevsky:Lermontov:Tolstoy:Plotinus:Chekhov:Pascal:,Cioran:Bataille:Lévy-Bruhl:Berdyaev:Husserl:Miłosz:Bulgakov:Lawrence:Camus:Murry:Deleuze:Heidegger:Gaultier:,/wiki/Lev_Shestov,50.45,30.52333,AD 1866-02-12 00:00:00
305,Gabriel Tarde,,,Bruno Latour:,/wiki/Gabriel_Tarde,44.8928,1.2153,AD 1843-03-12 00:00:00
306,Mikhail Bakunin, (1814–1876),Hegel:Marx:Proudhon:Feuerbach:Herzen:Buonarroti:,Neill:Malatesta:Marcuse:Thompson:Guérin:Korsch:Chomsky:Postman:Kropotkin:Cafiero:Nechaev:Goldman:,/wiki/Mikhail_Bakunin,57.0,36.0,AD 1814-05-30 00:00:00
307,Léon Brunschvicg,,,Gaston Bachelard:,/wiki/L%C3%A9on_Brunschvicg,48.856613,2.352222,AD 1869-11-10 00:00:00
308,Baha' al-Din Naqshband,,,Shah Wali Allah:,/wiki/Baha%27_al-Din_Naqshband,39.767,64.433,AD 1318-01-01 00:00:00
309,Peter Abelard, (1079–1142),Boethius:Aristotle:Porphyry:,Arnold of Brescia:William of Ockham:John of Salisbury:,/wiki/Peter_Abelard,47.1389,-1.3344,AD 1079-11-01 00:00:00
310,Avempace,,,Jamal al-Din al-Afghani:,/wiki/Avempace,41.65,-0.883,AD 1085-11-01 00:00:00
311,Jean Laplanche,,,Cornelius Castoriadis:,/wiki/Jean_Laplanche,48.856613,2.352222,AD 1924-06-21 00:00:00
312,Dada,,,Guy Debord:,/wiki/Dada,FILL,FILL,FILL
313,Jan Standonck,,,Desiderius Erasmus:,/wiki/Jan_Standonck,FILL,FILL,FILL
314,Molinari,,,Benjamin Tucker:,/wiki/Gustave_de_Molinari,50.63972,5.57056,AD 1819-03-03 00:00:00
315,Paul Cohen,,,Alain Badiou:,/wiki/Paul_Cohen,40.295372,-73.989899,AD 1934-04-02 00:00:00
316,Robert Grosseteste, (1175–1253),Anselm of Canterbury:Averroes:,Thomas Bradwardine:Roger Bacon:Thomas Hobbes:,/wiki/Robert_Grosseteste,52.167,1.0,AD 1168-11-01 00:00:00
317,Piero Gobetti,,,Norberto Bobbio:,/wiki/Piero_Gobetti,FILL,FILL,FILL
318,Polybius,,,Niccolò Machiavelli:,/wiki/Polybius,37.4,22.133,BC 0200-11-01 00:00:00
319,Cornelius,,,Theodor Adorno:,/wiki/Hans_Cornelius,FILL,FILL,FILL
320,Roderick Chisholm, (1916–1999),Donald C. Williams:Alexius Meinong:Wilfrid Sellars:Curt John Ducasse:Clarence Irving Lewis:Thomas Reid:,Richard Taylor:Selmer Bringsjord:Peter D. Klein:Jaegwon Kim:Dean Zimmerman:Edmund Gettier:Keith Lehrer:Dale Jacquette:Ernest Sosa:Fred Feldman:,/wiki/Roderick_Chisholm,41.98333,-71.33333,AD 1916-11-27 00:00:00
321,Paul Weiss,,,Nuel Belnap:,/wiki/Paul_Weiss_(philosopher),44.0564,-121.3081,AD 1901-05-19 00:00:00
322,Umberto Eco, (1932–2016),James Joyce:Immanuel Kant:Arthur Conan Doyle:Jorge Luis Borges:Charles Sanders Peirce:Thomas Aquinas:,Stuart Hall:,/wiki/Umberto_Eco,44.917,8.617,AD 1932-01-05 00:00:00
323,Alexander von Humboldt,,,Charles Darwin:,/wiki/Alexander_von_Humboldt,52.52,13.405,AD 1769-09-14 00:00:00
324,Optatus,,,Augustine of Hippo:,/wiki/Optatus,FILL,FILL,FILL
325,Proclus, (412–487),Aristotle:Plato:Plutarch:Iamblichus:Syrianus:Plotinus:,Ammonius Hermiae:Nicholas of Cusa:Pseudo-Dionysius:Damascius:Marsilio Ficino:St. Thomas Aquinas:Marinus:,/wiki/Proclus,41.01389,28.95556,AD 0412-02-08 00:00:00
326,Swami Vivekananda, (1863–1902),,Romain Rolland:Bagha Jatin:Jagadish Chandra Bose:Emma Calvé:Rabindranath Tagore:Annie Besant:Jawaharlal Nehru:Anna Hazare:Jamsetji Tata:Subhas Chandra Bose:Mahatma Gandhi:Sarvepalli Radhakrishnan:Chakravarti Rajagopalachari:Bal Gangadhar Tilak:Narendra Modi:Aurobindo Ghose:Sarah Bernhardt:,/wiki/Swami_Vivekananda,22.5726723,88.3638815,AD 1863-01-12 00:00:00
327,Dumas père,,,Dimitri Pisarev:,/wiki/Alexandre_Dumas,49.26,3.0906,AD 1802-07-24 00:00:00
328,Zhang Zai,,,Zhu Xi:,/wiki/Zhang_Zai,FILL,FILL,FILL
329,Swedenborg,,,Ralph Waldo Emerson:,/wiki/Emanuel_Swedenb,FILL,FILL,FILL
330,Bible,,,Joseph de Maistre:,/wiki/Bible,FILL,FILL,FILL
331,Pythagoras, (582 – 496 BC),Orphism:Anaximander:Themistoclea:Thales:Pherecydes:,Aristotle:Plato:Xenophanes:Pythagoreanism:Empedocles:,/wiki/Pythagoras,37.75,26.833,BC 0570-11-01 00:00:00
332,Antipater of Tarsus,,,Panaetius:,/wiki/Antipater_of_Tarsus,FILL,FILL,FILL
333,Laurence Sterne,,,Denis Diderot:,/wiki/Laurence_Sterne,52.3539,-7.7116,AD 1713-11-24 00:00:00
334,Francis Crick,,,Patricia Churchland:,/wiki/Francis_Crick,52.25,-0.846,AD 1916-06-08 00:00:00
335,François-Joseph Hunauld,,,Julien Offray de La Mettrie:,/wiki/Fran%C3%A7ois-Joseph_Hunauld,FILL,FILL,FILL
336,Emmanuel Sieyès,,,"Claude Henri de Rouvroy, Comte de Saint-Simon:",/wiki/Emmanuel_Joseph_Siey%C3%A8s,43.433,6.737,AD 1748-05-03 00:00:00
337,Lazarus Fuchs,,,Henri Poincaré:,/wiki/Lazarus_Fuchs,52.24667,16.845,AD 1833-05-05 00:00:00
338,St. Paul,,,Thomas Aquinas:,/wiki/Paul_the_Apostle,39.0,35.0,FILL
339,Mann,,,Theodor Adorno:,/wiki/Thomas_Mann,53.86972,10.68639,AD 1875-06-06 00:00:00
340,Pierre Gassendi, (1592–1655),Aristotle:Epicurus:,John Locke:Walter Charleton:Gottfried Leibniz:Thomas Hobbes:,/wiki/Pierre_Gassendi,44.0961,6.1642,AD 1592-01-22 00:00:00
341,Bertrando Spaventa,,,Giovanni Gentile:,/wiki/Bertrando_Spaventa,42.033,14.367,AD 1817-06-26 00:00:00
342,Lask,,,Martin Heidegger:,/wiki/Emil_Lask,48.2,16.35,AD 1875-09-25 00:00:00
343,Torquato Tasso,,,Giacomo Leopardi:,/wiki/Torquato_Tasso,40.62611,14.37611,AD 1544-03-11 00:00:00
344,Oldenberg,,,Ferdinand de Saussure:,/wiki/Hermann_Oldenberg,53.56528,10.00139,AD 1854-10-31 00:00:00
345,Alf Niels Christian Ross, (1899–1979),Axel Hägerström:Hans Kelsen:,Zygmunt Ziembiński:,/wiki/Alf_Niels_Christian_Ross,55.67611,12.56833,AD 1899-06-10 00:00:00
346,Brand Blanshard, (1892–1987),Josiah Royce:Bernard Bosanquet:William Pepperell Montague:F. H. Bradley:Horace W. B. Joseph:Clarence Irving Lewis:,James A. Michener:A. C. Ewing:,/wiki/Brand_Blanshard,40.67722,-81.87,AD 1892-08-27 00:00:00
347,Plato, (c. 427 – c. 347 BC),Diotima:Orphism:Pythagoras:Cratylus:Parmenides:Archytas:Heraclitus:Theaetetus:Socrates:Homer:Hesiod:Sophists:Eleusinian Mysteries:Theodorus:,Neoplatonism:Middle Platonism:Modern Platonism:religion:Platonism:Byzantine philosophy:Hermeticism:Christian Platonism:Renaissance Platonism:Church Fathers:Islamic Platonism:Gnosticism:Western philosophy:Florentine Academy:Chaldean Oracles:Cambridge Platonism:Aristotelianism:Old Academy:Academic skepticism:,/wiki/Plato,37.97,23.72,BC 0428-01-01 00:00:00
348,Guido de Ruggiero,,,R. G. Collingwood:,/wiki/Guido_De_Ruggiero,FILL,FILL,FILL
349,Al-Jahiz,,,Ibn Khaldun:,/wiki/Al-Jahiz,30.5,47.817,AD 0776-11-01 00:00:00
350,Xenophanes," of Colophon, (570–480 BC)",Homer:Epimenides:Thales:Pythagoras:,Karl Popper:Parmenides:Democritus:Protagoras:Pyrrho:Zeno of Elea:Timon of Phlius:,/wiki/Xenophanes,38.10889,27.14167,BC 0570-11-01 00:00:00
351,Kabbalah,,,Walter Benjamin:,/wiki/Kabbalah,FILL,FILL,FILL
352,Theodor Lipps, (1851–1914),Edmund Husserl:,Moritz Geiger:,/wiki/Theodor_Lipps,49.31694,7.52722,AD 1851-07-28 00:00:00
353,Crantor,,,Arcesilaus:,/wiki/Crantor,FILL,FILL,FILL
354,Kenneth Burke,,,Fredric Jameson:,/wiki/Kenneth_Burke,40.43972,-79.97639,AD 1897-05-05 00:00:00
355,Hilary Putnam, (1926–2016),Hans Reichenbach:William James:Emmanuel Levinas:Willard Van Orman Quine:Stanley Cavell:Bertrand Russell:John Dewey:Nelson Goodman:Immanuel Kant:Edmund Husserl:Saul Kripke:Karl Marx:Ned Block:John McDowell:Alan Turing:Søren Kierkegaard:Ludwig Wittgenstein:Sigmund Freud:Franz Rosenzweig:Charles Sanders Peirce:Martin Buber:,Hartry Field:David Marr:Paul Benacerraf:John Worrall:Saul Kripke:George Boolos:Donald Davidson:Norman Daniels:Jerry Fodor:David Lewis:Ned Block:Daniel Dennett:Richard Boyd:Martha Nussbaum:Tyler Burge:,/wiki/Hilary_Putnam,41.88194,-87.62778,AD 1926-07-31 00:00:00
356,Gregor Strasser,,,Francis Parker Yockey:,/wiki/Gregor_Strasser,48.667,11.6,AD 1892-05-31 00:00:00
357,Hélène Cixous, (born 1937),Sigmund Freud:Jacques Derrida:Maurice Blanchot:Jacques Lacan:,Avital Ronell:Jacques Derrida:,/wiki/H%C3%A9l%C3%A8ne_Cixous,35.69694,-0.63306,AD 1937-06-05 00:00:00
358,José Carlos Mariátegui, (1894–1930),Manuel González Prada:Georges Sorel:Karl Marx:Rosa Luxemburg:Benedetto Croce:Vladimir Lenin:Friedrich Nietzsche:Antonio Gramsci:,Abimael Guzmán:Che Guevara:Javier Mariátegui:Gustavo Gutiérrez:,/wiki/Jos%C3%A9_Carlos_Mari%C3%A1tegui,-17.2,-70.933,AD 1894-06-14 00:00:00
359,Al-Kindi, (801–873),Al-Khalil:Hellenistic philosophy:Neoplatonism:,Alhazen:Miskawayh:Roger Bacon:Abu Ma'shar al-Balkhi:Isaac Israeli ben Solomon:Ahmad ibn al-Tayyib al-Sarakhsi:Robert Grosseteste:Abu Zayd al-Balkhi:,/wiki/Al-Kindi,32.03,44.4,AD 0801-11-01 00:00:00
360,Franciscus van den Enden,,,Baruch Spinoza:,/wiki/Franciscus_van_den_Enden,51.21778,4.40028,AD 1602-02-05 00:00:00
361,Alonso Rodriguez,,,Francisco Suárez:,/wiki/Alonso_Rodriguez,FILL,FILL,FILL
362,Dimitri Pisarev, (1840–1868),Bakunin:Cooper:Macaulay:Dobrolyubov:Belinsky:Darwin:Turgenev:Gogol:Chernyshevsky:Dumas père:Stirner:,Dostoevsky:Lenin:Shelgunov:Zaytsev:Pavlov:Plekhanov:Nechayev:,/wiki/Dimitri_Pisarev,53.20778,39.44917,AD 1840-10-14 00:00:00
363,Al-Hasan ibn 'Ali al-Barbahari,,,Ibn Taymiya:,/wiki/Al-Hasan_ibn_%27Ali_al-Barbahari,33.333,44.383,AD 0867-01-01 00:00:00
364,Robert Stalnaker, (born 1940),David K. Lewis:H. Paul Grice:,Jason Stanley:,/wiki/Robert_Stalnaker,48.2703,11.4681,AD 1940-01-22 00:00:00
365,Quintus,,,Marcus Aurelius:,/wiki/Junius_Rusticus,FILL,FILL,FILL
366,Ibn Sabin, (1217–1268),Ibn Masarra:Ibn Barrajan:Avempace:Ibn Qasi:'Ilm al-Huruf:Hadith:Averroes:Ibn Tufail:al-Hallaj:al-Farabi:Qur'an:Avicenna:Brethren of Purity:,Ramon Llull:al-Kashani al-Fargani:Afif al-Din Sulayman al Tilimsani:al-Shushtari:Badr al-Din Hasan Ibn Hud:,/wiki/Ibn_Sabin,37.98611,-1.13028,AD 1216-01-01 00:00:00
367,Georges Canguilhem, (1904–1995),Claude Bernard:Gaston Bachelard:Henri Bergson:Kurt Goldstein:Alain:,Michel Foucault:Jacques-Alain Miller:Arnold Davidson:Alain Badiou:Pierre Bourdieu:Gilles Deleuze:Dominique Lecourt:Louis Althusser:François Dagognet:,/wiki/Georges_Canguilhem,43.3192,1.9544,AD 1904-06-04 00:00:00
